,liste_preference
8444,[5032 2371 3596 ... 6573 5236 7526]
8445,[3822  295 6045 ... 7160 3907 5960]
8446,[5953 8190  783 ... 7024  563 2363]
8447,[9914 9560 5172 ... 2482 2212 5983]
8448,[1793 8467 5594 ... 3503 7137 6651]
8449,[9981 8099 2456 ...  391 2109 2191]
8450,[9854 7709 5130 ... 7408 5333 5117]
8451,[6491 4456 7791 ... 2277 8293 1221]
8452,[8302 8046 4410 ... 3699 2030 4205]
8453,[2689 3500 3390 ... 4387 2939 7270]
8454,[2667  642 3270 ... 6710 5039  761]
8455,[3641 7112 4888 ... 3497 8536 9975]
8456,[3625 7061 4679 ... 6342 5057 2573]
8457,[9914 3417 2718 ... 9823  376 6134]
8458,[4486 1105 1811 ... 7788 7108 2927]
8459,[3513 8656  270 ... 1335 4618 9206]
8460,[8057 9873 7973 ... 1312 8572  349]
8461,[7022 8657 4299 ... 9075 4365 5070]
8462,[2828  559 9867 ... 3448 5109 1865]
8463,[2250 5311 8798 ... 4773 8326 9502]
8464,[2492 4320 4924 ... 1742 5313 4844]
8465,[4935 8261 1144 ... 6435 8356 1632]
8466,[4720 9470 2210 ... 3674 3435 9458]
8467,[3383 4759 9163 ... 9211 3569 1691]
8468,[4949 8208 1622 ... 8740 3112 3454]
8469,[1529 2447  408 ... 1331 3784 9233]
8470,[5995  407 4568 ... 1255  417  959]
8471,[4186 6139 1667 ... 2262 9761 7866]
8472,[ 424 2582 4736 ... 8098 1229 3643]
8473,[8573 1324 2101 ... 7008  249 6991]
8474,[8945 3059 2915 ... 1549 9287 6454]
8475,[ 421 8503 3608 ... 3101 5082 3254]
8476,[5382 3455 7035 ... 2469 4633  452]
8477,[1213 5932 7844 ... 8099 7977 7380]
8478,[2001 8851 5729 ... 1140 1515 4909]
8479,[7392 9382 1305 ... 4304 5166 8410]
8480,[6198 3223 6179 ... 8114 3082 2905]
8481,[4703 2762 9261 ... 1900 1782 2859]
8482,[2083 2173 8604 ... 8427 9969 3979]
8483,[9492  533 8412 ... 5746 8292 9952]
8484,[4221 7058 6084 ... 2081 1206 9945]
8485,[ 992 5879 8366 ... 6074 8615  129]
8486,[2052 8466 4769 ... 4186 3747 8051]
8487,[5526 7164 4165 ... 9862 2667 3020]
8488,[3539 9274 4736 ... 4314 4043 2021]
8489,[3055 9077 2088 ... 4394 9591 8907]
8490,[3982 4153 7590 ... 6528 6385 1860]
8491,[7083  534 8192 ... 6885 5916 5169]
8492,[9517 9348 4838 ... 4906 4587 1520]
8493,[9599 9804 7659 ...  435 3445  680]
8494,[2800 8582 3672 ... 6305 7390 8711]
8495,[1943 9967 9397 ... 1400 7101 7626]
8496,[4798 9765  238 ... 1092 5525 9557]
8497,[ 862 2451 3954 ... 3239 2369 9448]
8498,[2015 5305 3115 ... 6019 9173 9649]
8499,[2268 2696 1077 ... 2031 4698 4204]
8500,[2093 3374 6819 ... 5311 8517 9812]
8501,[1147 3655 8390 ... 2866 6314 1328]
8502,[9555 3599 3665 ... 5924 3358 2868]
8503,[9805 1151 5109 ... 2330 2755 9107]
8504,[3072 6578  175 ... 6733 6057 3463]
8505,[7290 1938 1573 ...  467 4124 6805]
8506,[5446 6637 3258 ... 3798 6265    3]
8507,[1243 7949  853 ... 8941 7600 7124]
8508,[8752 8317 8562 ... 2084 2504  260]
8509,[7709 4204 4867 ... 1167  379 2569]
8510,[5751 9881 5215 ... 3565 4928 7730]
8511,[8674 8622 3241 ... 1867 9863 3376]
8512,[4858 9714 2725 ... 7050 4310  665]
8513,[5823  364 5971 ... 5113  963 5841]
8514,[9456 5067 5666 ... 2812 9436 8877]
8515,[9412 3574 8205 ... 8642 1935 3223]
8516,[5317 2688 5132 ... 9503 9603  296]
8517,[7920 5752 9800 ... 9730 8480  219]
8518,[2452 4183   38 ... 4625 7108 3859]
8519,[1321 1767 3070 ... 1015 5787 6864]
8520,[1550 7459  123 ...  418 1635 7050]
8521,[2191 2147 2748 ... 5998 5281 1636]
8522,[5075 3670 8781 ... 6711 6675 4640]
8523,[7256 7608 1403 ... 6458 7081  374]
8524,[6929 8338 6545 ... 9834 1447 3248]
8525,[7524 2169 4184 ... 8299 1977 5143]
8526,[3422 2851 2702 ... 9026 6927  368]
8527,[8777 3502 7649 ... 5028 1156 6963]
8528,[4592   12 3110 ... 3655 6362 2538]
8529,[4558 7258  777 ... 6460  571  244]
8530,[ 878 3970 7980 ... 1848 5175 2246]
8531,[6369 5849 5349 ... 4501 3788 3621]
8532,[5458 2475 8699 ... 4760 4511 1141]
8533,[2931 6245 9385 ... 3679 8187 8968]
8534,[8164 5875 6160 ... 1603 5886 3244]
8535,[ 180 7463 4115 ... 3176 3275 9754]
8536,[5653 6373 5963 ... 9668  651 9146]
8537,[5579 4661 3531 ... 1590 7781 8869]
8538,[ 982  486 4763 ... 4999 6269 7449]
8539,[2588 7546 3203 ...  296 2162 5851]
8540,[4823 8160 9130 ... 7758 4071 6297]
8541,[ 929 7470 4808 ... 5056 7525 6864]
8542,[6626 1238 8064 ... 3024 9829 5830]
8543,[7471 6494 1828 ... 9764 4761 9477]
8544,[8588 8603 1319 ... 5177  817 8555]
8545,[3647 5854 7836 ... 8474 1421 8953]
8546,[8315 6727 2656 ... 7759  803  943]
8547,[8446 9892 8639 ... 7160 7479 6527]
8548,[8986 3611 6385 ... 4645 3874 9461]
8549,[1614 6748 8523 ... 8499 7182 9442]
8550,[2400 9703 2859 ... 4219 6101 5697]
8551,[5439 7716 2317 ... 6726 3852 5658]
8552,[2529 4515 4592 ... 4489 4435 8824]
8553,[8127 8959  933 ... 7738 5901 6326]
8554,[6556 3929 6735 ...  408 6180 3699]
8555,[4354 6119 9990 ... 3870 8228 3452]
8556,[3011 8254 1142 ... 5776 5164 2890]
8557,[ 300 4968 1539 ... 3824 1137 8251]
8558,[2550 7684  851 ... 5073 3212 8579]
8559,[3732 7287  114 ... 9180 4450  956]
8560,[5030 9303 8684 ...  531 1096 5833]
8561,[1644 8699 9378 ... 5006  127 6836]
8562,[2823 9657 1247 ... 9063 6095 9578]
8563,[7128 2125 5797 ... 3249 8305 9557]
8564,[8689 3058 5343 ... 9370 4579 2810]
8565,[1438 2494 3169 ... 4885 4343 8743]
8566,[6752  251 2118 ... 2126  464  994]
8567,[ 217 6885 8464 ... 6250  869 7006]
8568,[9658  827  794 ...  829 5389 3866]
8569,[1098 3388 4162 ... 3212 7794 1536]
8570,[2224 4819 7443 ... 3620 2763 5251]
8571,[3657 4442 7882 ... 6460 1206 7431]
8572,[3478 1013 6471 ... 5384 4791 7893]
8573,[3327 6797 5127 ... 6180 3211 1483]
8574,[5066 4375 1483 ... 2972  550 8450]
8575,[5621 1512 2748 ... 4061 3726 4564]
8576,[ 895 2923 7219 ... 7599 3609 4636]
8577,[1657 5404 1912 ... 5554 4928 9745]
8578,[4094 7930 8078 ... 4695 8630 8937]
8579,[1964 1974 1913 ... 6130 6817 8804]
8580,[1926 1458 4632 ... 6505 8094 3344]
8581,[3772 5748 3585 ...  680  928 4260]
8582,[2038 9640 8635 ... 5192 4941 1299]
8583,[8767 7630  951 ... 8292 4531 2548]
8584,[8154 9897 6283 ... 9739 3633  952]
8585,[4343 6225 1514 ...   48 2661 4156]
8586,[ 573 5654  715 ... 8612 2188 5111]
8587,[9741 6881 1102 ... 5514 6040 7844]
8588,[ 589 6222 7931 ... 6024 8253 7094]
8589,[9374 1774 6291 ... 4866 5634 9738]
8590,[3504 4076 3911 ... 8807  688 1215]
8591,[1678 1857 7546 ... 2040 2538 5329]
8592,[5192 9806 1586 ... 1761 6041 6582]
8593,[9017 1666 3353 ... 4515 8122 4226]
8594,[6252 6776 6697 ... 3737 2210 7145]
8595,[5423  433 4956 ... 5386 7676 5032]
8596,[1535 2895 6031 ... 8524 4377 5460]
8597,[3561 9371 4420 ...  518 4300 7638]
8598,[9019 4925 7186 ... 4742 3698 4192]
8599,[9126 2472  346 ... 8601 3118 9965]
8600,[2896 9899 5369 ... 7174  417 8937]
8601,[7643 8011 8254 ... 6366 1459 9183]
8602,[7557 9559 4376 ... 1454 5812 6305]
8603,[7785 2184 4470 ... 4992 3097  293]
8604,[9506 3572 7581 ... 8637 7090 8114]
8605,[1949 7998 1901 ... 5547 3252   47]
8606,[5156  270 3927 ... 4508 5011 6398]
8607,[9314 3155 5896 ...  130 2910 4659]
8608,[7515 5192 2192 ... 4273 7512  352]
8609,[4855 5845   91 ... 2069 7353 2252]
8610,[1383  711 9818 ... 4637 9627 4254]
8611,[7758 7521 9782 ... 8497  492  422]
8612,[9075 8672 3513 ... 6401 6204 7271]
8613,[1084 4268 9336 ... 3173 7395 9526]
8614,[8439 4625 5191 ... 1495 6682 1610]
8615,[4267 9507 3647 ... 5411 7532 5882]
8616,[9699 8169 3038 ... 4731 2665 5672]
8617,[8761 7807 9083 ... 7693 2198 4317]
8618,[4869 3444 1697 ... 5831  395 7140]
8619,[9645  592 7138 ... 3336 4450 8211]
8620,[1758 1783 8831 ... 9760 1054 8316]
8621,[7870 6504 4264 ... 5024 5145 3853]
8622,[6103 2837 7585 ... 9592 9518 3717]
8623,[5445 2237 7771 ... 9979 3212  795]
8624,[4428  240 3589 ... 7685 2673 4382]
8625,[1500  740 9799 ... 8189 6050 3780]
8626,[4936 9662 5988 ... 5177 9302 3715]
8627,[4352 9449 9583 ... 9805 2826 7325]
8628,[8147  786 3013 ... 3467 9887   58]
8629,[9984 9287 7510 ... 2513 5685 9952]
8630,[1362 1476 4425 ... 4285 7780 6097]
8631,[2365 9279 6427 ... 3882  204 8443]
8632,[9673 9849 9324 ... 9798 9068 4478]
8633,[8305  749 1330 ... 6816 4031 2315]
8634,[6797 9117 9791 ... 9293 9948 5917]
8635,[6721 9420 6271 ... 1486 1174 8472]
8636,[1647 2228 5421 ...   54 6720 2944]
8637,[5577 4939 4136 ... 1118 6222 3810]
8638,[1683 1954  980 ... 1189 8230   85]
8639,[1980 3198 6450 ... 9902 4176 2756]
8640,[6810  789 4337 ... 4765  239 1344]
8641,[9910 2479 6717 ... 2829 7517 4089]
8642,[3011 3278 1073 ... 9085 5084 4624]
8643,[ 124 7640  988 ... 8796  292 7172]
8644,[ 667 3181 6356 ... 6222 4140 3037]
8645,[5263 4662 8923 ... 4330 7579 4308]
8646,[5600 8998 9966 ...  546  792 3824]
8647,[5413 9304 1619 ... 6232 8012  559]
8648,[8320 6534 5083 ... 5380  266 7410]
8649,[9561 7706 2291 ... 8288 6473  293]
8650,[6346  212 4242 ...    2 3794  915]
8651,[6384 4561 2007 ... 2486  135 2068]
8652,[2406 5847 4722 ... 8427 8237 9339]
8653,[8140 5717 2029 ... 7091 6029 6830]
8654,[1152 3786 8803 ... 9763 5122 8960]
8655,[3122 6310 2599 ... 1369 9072 5024]
8656,[ 648 3671 9151 ... 7490 6151 2500]
8657,[7314 6685 5742 ... 9356 4636 2063]
8658,[3609 2337  775 ... 5377 5797 4015]
8659,[  88 6701  606 ... 8219 3024 7994]
8660,[3439 5136 7726 ... 6616 9002 7625]
8661,[3677 3532 8656 ... 3791 8897 2959]
8662,[9035 1657  536 ... 4231 5858 8494]
8663,[8932 9625 2858 ... 6877 5181 5050]
8664,[9270 8778 3840 ... 7934  375 8492]
8665,[7674 9844 1770 ... 6636 2227 4797]
8666,[ 565 9441 8177 ... 6753 1989  313]
8667,[4454 3598 7911 ... 7252 2677 2329]
8668,[4759 4094 8389 ... 5183 3581 3920]
8669,[2643 2038 1292 ...  797 8964 1812]
8670,[9526 5283 3799 ... 7189 4857 2112]
8671,[1219 5379 8653 ... 8630 3546 3214]
8672,[7780 6771 5659 ... 7460 4718 2028]
8673,[2426 6407 6836 ... 7246 4369 8972]
8674,[3091 3333 7172 ...   38 2785 2612]
8675,[6140 2428 3920 ... 2087 4697   79]
8676,[1487  939 1440 ... 4859 5592 2747]
8677,[ 937 1661  754 ... 7650 8841 3818]
8678,[7581 5845 4211 ... 9082 9898 1740]
8679,[ 607 3655  672 ...   46 2763  680]
8680,[3800  842 3544 ...  538 6903  200]
8681,[6788 9638 6604 ... 2863  914 2184]
8682,[5385 3410  539 ... 7414 4317 5415]
8683,[3137 9101 9928 ... 3543 9527 2396]
8684,[8871 3348 8461 ... 5779 9902 8061]
8685,[8597 4198 7862 ... 5481 6244 5929]
8686,[1874 6293 5718 ... 8670 8033 8935]
8687,[6371  657   10 ... 3419 4022 8067]
8688,[8711  756 8355 ... 1328 8742 2764]
8689,[4341 4771 8036 ... 1499 4713 2419]
8690,[9790 4429 2756 ... 5354 4057 7918]
8691,[6186 4619 4414 ... 1863 4842 4661]
8692,[9448 2205 9718 ... 3045 7645   10]
8693,[9125  759 5223 ... 2121  470 1553]
8694,[3247  396 8485 ... 8648 7631 2862]
8695,[7787 3922 3251 ... 7205 5432 3991]
8696,[2874 6595 8172 ... 7397 1446 2307]
8697,[8706 8129 5700 ... 4549 1027 5881]
8698,[8001 4655 3113 ... 8815 5122 1529]
8699,[7123 9159 1802 ... 4851 5276 6533]
8700,[  20 4972 5430 ... 4838 4691 6122]
8701,[1071 6848 6913 ... 4722 3788 3244]
8702,[6785 8413 1767 ... 3577 1074 5560]
8703,[8480 2085 1173 ... 5126  415 5246]
8704,[4310 6058 8518 ... 8051 3865  294]
8705,[3595 6315 7122 ... 2566 5329 6979]
8706,[9090 1636 9638 ... 2417 3695 5452]
8707,[4512 1097 7568 ... 5751 5129 4702]
8708,[3098 8009 5657 ... 7392 8150 4303]
8709,[4903 7168  249 ... 8287 1088 4218]
8710,[4781 3268 7430 ... 9099 7185  323]
8711,[8064 5750 4814 ... 5206 2292 9069]
8712,[3123 4174 4131 ... 5232 2319 8445]
8713,[4237 4058 6630 ... 1185  794 9684]
8714,[4259 6147 8598 ... 9180 9798 6059]
8715,[5097 6064 2459 ... 6750 1562 6389]
8716,[2460 7412 1368 ... 8864  836 6055]
8717,[9879 2889 5805 ... 6504 9006 8648]
8718,[ 741 6339 1392 ... 8794 4511 9354]
8719,[3991 5177 8942 ... 1367 2185 9452]
8720,[5499 7234 2526 ... 1650 8868 5311]
8721,[5887 1277 8241 ... 7734 8128 4502]
8722,[7552 7611 6318 ... 3442 2083 4866]
8723,[5328 7807 9894 ... 4916 5443 4307]
8724,[4440 3177 9333 ... 4949 6085  934]
8725,[2236 8539 7981 ... 7012 1648 1854]
8726,[2908 9314 4094 ... 5841 8616 5309]
8727,[ 963 4598 1021 ... 9959 6149 9551]
8728,[3229 8019 5505 ...  909 1296 2081]
8729,[5868 3307 4613 ... 8285 8061 9107]
8730,[8324  124 7367 ...  685 2290  533]
8731,[6077 7459 3306 ... 8051 7509 2165]
8732,[7461 4105 1977 ... 3022 2126 2588]
8733,[3608  430 2806 ... 9265 1165 9921]
8734,[6178 8674 9959 ... 2654 4040 6522]
8735,[3255 4319 1160 ... 3405 1829 4593]
8736,[7204 9594 7062 ... 8774 1178 3619]
8737,[9594 4529 8369 ... 7014 4839 4700]
8738,[8186 5536 7599 ... 3562 8996 3742]
8739,[8364 2339 7146 ... 5864 4162 5436]
8740,[4183 6672 4714 ...  195 7492 8002]
8741,[1935 4093 7688 ...  529   95 4731]
8742,[ 752 7109  576 ...  788 1378 6435]
8743,[9930 4888  145 ... 5066 4034 5211]
8744,[4490 8360 7178 ... 8590 5484 6816]
8745,[2361 5775 7358 ... 8736 7843 8457]
8746,[2966 2166 5819 ... 7901 6948 5678]
8747,[8346 9519 1177 ... 9353 1081 6531]
8748,[9240 9825 4487 ... 8607 4753 8183]
8749,[ 766 6188 3244 ... 4163 7716 6253]
8750,[2826 8399 9364 ... 8998 3854 9271]
8751,[8859 9239 2186 ... 7528 2653 4748]
8752,[8119 6911 5565 ... 3331 4589 6517]
8753,[3133 9867  240 ... 7690 7700 6080]
8754,[ 481 2649 8863 ... 1134 7368 1087]
8755,[9545 1514 3857 ...  548 5743 4803]
8756,[6788  687 5855 ... 5299 5328 7592]
8757,[ 827 8694 1175 ... 4050 3833 9386]
8758,[8735 2107 3287 ... 5134 9885  459]
8759,[9053 5705 8808 ... 1013 8160 1578]
8760,[7632 4080 1135 ... 2721 8982 3716]
8761,[ 760 7424 2034 ... 5261 9867 2814]
8762,[4261 6242 7627 ... 3307 2439 6593]
8763,[4755 9382 1991 ... 7385 5405 6597]
8764,[6965 5555 4667 ... 8331 6867 6613]
8765,[4736 5104  807 ... 7597  643 9458]
8766,[7772 6062 6702 ... 4450 3511 7326]
8767,[ 993 5705 1084 ...  434 1364   71]
8768,[5850 7030 8520 ... 3848 8437  877]
8769,[7729  457 2320 ... 9105 4250 9676]
8770,[9142 7671 7521 ... 4361 4940 3542]
8771,[6609 1640 7021 ... 3963 6432 6729]
8772,[3341 9121 4430 ...   27 8819 7244]
8773,[5565 5974 6328 ...  615 3405 5852]
8774,[2479 9092 3656 ... 3529 5173 4872]
8775,[ 311 2579 2357 ... 9835 3340 4493]
8776,[5689   74 4808 ... 4207 5996 1757]
8777,[5129 9286 8478 ... 8028 2017 2631]
8778,[8173 8939 7735 ... 1948 9170  152]
8779,[2840  357 3019 ... 1110  626 4327]
8780,[6656 8248 7612 ...  371 6052 4630]
8781,[9652 9598 9777 ... 3405 2837 7284]
8782,[ 690 3236 8813 ... 1228 4880 4092]
8783,[7217 7620 6290 ... 5656 4228 7509]
8784,[  41 4296 9420 ... 3761 2570 4812]
8785,[7072 4730 3645 ... 5160 7063 7560]
8786,[ 464 7347 1497 ... 8282 7872 5437]
8787,[5695 7535 4000 ... 6122 2649   69]
8788,[4672   36 7976 ... 6500 7391 6712]
8789,[7909 6334 2117 ... 7619 7462 8084]
8790,[6886 5158 9612 ... 4964 4138 1132]
8791,[2974 7363  790 ...  126 4870 6089]
8792,[7661 2319 5097 ... 8239 3785 7877]
8793,[8460 1089 9685 ... 1348 2204 7594]
8794,[8146 1718 5802 ... 6074 1590 3527]
8795,[2589 1477 9700 ... 5964 7594 6563]
8796,[8861 7374 6949 ... 9577 6471 2256]
8797,[6701 9447 1487 ... 3623 6487  572]
8798,[4750 1562 7836 ... 4706 8519 1575]
8799,[1977 1839 2266 ...  255 3605 1652]
8800,[8761 6209 5759 ... 2183 5605  536]
8801,[3206 7627  958 ... 4126 7419 7883]
8802,[8443 5782 2289 ...  215 5082 7796]
8803,[7866 7549 9945 ... 9554 5992 5953]
8804,[7781 5233 6188 ... 1407 1190 6000]
8805,[1392 9098 8851 ... 3843 3841 6901]
8806,[8485 7706 9989 ... 2245 6893 5632]
8807,[4676 9209  926 ... 1443 2087 8244]
8808,[9115 7135 6221 ... 3897 9665 5819]
8809,[9993 5827 3408 ... 4155 7904 4532]
8810,[2348 5777  373 ... 2287 1189 8066]
8811,[8838 3368 1874 ... 8006 1037 6673]
8812,[1059 7974 1552 ... 4063 9344 7833]
8813,[ 890  781 3203 ... 1103 1600 7754]
8814,[5178 2147 1682 ... 7367  421 8269]
8815,[3220 3374 1330 ... 3117 9510 3717]
8816,[ 162 3069 5051 ... 4043 6490 3958]
8817,[ 314 5087 7050 ... 5847 2439 2888]
8818,[2527 1743 5357 ... 9711 7244 8936]
8819,[5142 8740 1624 ... 1330 7224 2088]
8820,[7656 5811 5175 ... 5856 3243 7471]
8821,[2761 9072 8959 ... 5954 1187 4977]
8822,[ 537  855 7475 ... 4742 4451 2001]
8823,[8381 1704 6006 ... 1842 8401 1609]
8824,[5375 8006 8804 ... 1208 9706 3950]
8825,[6818 7101 8600 ... 8575  577 8645]
8826,[7462 8039 8127 ... 5486 3638 5842]
8827,[2801 9563 2752 ... 5746 2021 1907]
8828,[ 424 4325 1183 ...  370  879 5956]
8829,[9533 5277 1961 ... 1710 6284 8455]
8830,[8037 6662 8838 ... 3914 9386 5872]
8831,[3720 2547 7565 ...  410  152 2728]
8832,[5640 5360 3457 ... 4904 3731 6867]
8833,[1337  892 6237 ... 1391 9519 1957]
8834,[1021 4042 7726 ... 4294 5232 9704]
8835,[5347 2950   65 ... 9296 5044 8050]
8836,[8197  633 1777 ... 6507  742 4264]
8837,[1881 1787 1013 ... 9830 6856 2870]
8838,[2288 8112 4842 ... 7899 5688 7918]
8839,[5560  551 5151 ...  296 6888 8371]
8840,[4572 1479 9384 ... 6676  955 6900]
8841,[1923 9330 7578 ... 6610 5343 4667]
8842,[4247 2630 4779 ...  411 5191 2635]
8843,[3699 3721  468 ... 5079  491  203]
8844,[2451 3774 4833 ... 2697 6471 3830]
8845,[1023 2931 7935 ... 1660 2513 8460]
8846,[8274 1236  463 ... 1600 1553 2622]
8847,[7234 7155 4153 ... 1163  551 8791]
8848,[3129 2700 7124 ... 7564 5794 8709]
8849,[4436 9816 4555 ... 4872 1409 8881]
8850,[3289 9703 8523 ... 2690 9712 9127]
8851,[3780  255 8227 ... 2288 4209  930]
8852,[6768 6409 4338 ... 8936  541 7228]
8853,[2130 7683 5465 ... 9464 3871 2710]
8854,[1127  873 5265 ... 7875 4025 7234]
8855,[1676 1857 8289 ... 5721 8419 2278]
8856,[7428  920 1145 ... 4474 3340 9975]
8857,[2637 5369 8261 ... 1532 7563 1128]
8858,[ 334 5275 7080 ... 2259 2375 7756]
8859,[2833 7217 5643 ... 5239 2440 7068]
8860,[1346 3391 1111 ... 9550 2679 2951]
8861,[2785 2509 3898 ... 7683  464  218]
8862,[7891 3640 7424 ... 6757  791 6424]
8863,[1397 6280 6202 ... 7302 1420 5210]
8864,[9485  136 9880 ... 7151  248 5709]
8865,[3369 6274 7958 ... 8579 3578 1287]
8866,[7512 8799 1777 ... 7413 5678 4644]
8867,[7697 8579 9639 ... 2040 2447 5300]
8868,[8088 8465 6744 ...  165 4273  913]
8869,[2651 3876 6274 ...  933 6800 1993]
8870,[2602 2703 8532 ... 7610 4391 2172]
8871,[4537 4943 1866 ...  377 2554 2327]
8872,[9644 5889 5376 ... 9270 6945 6753]
8873,[1248 3047 3844 ... 4689 7788 1139]
8874,[8704 3725 9678 ... 8639 7614 6726]
8875,[6157 4065 4067 ... 8285 6334 7277]
8876,[ 319 3981 2993 ... 9964 4693 1303]
8877,[9470 1907 1651 ... 1332 6446 3549]
8878,[6027  148 7024 ... 5455 4554 7567]
8879,[  49 6274 3612 ... 6057 7479 5408]
8880,[ 729 4296 2021 ... 5005 7295 7808]
8881,[2668 1493 5832 ...  415 4700 7253]
8882,[3043 3513 9778 ... 8366 4511 5329]
8883,[3224 2774 7590 ...   71 8243 9331]
8884,[8532 1580 8969 ... 8316 5183 5417]
8885,[7470 5654 5191 ... 3634 7476 7892]
8886,[5354 2134 5154 ... 1016 3187  818]
8887,[9642 4286 5484 ... 1810 7074 3158]
8888,[ 777 2976 6838 ... 5903 9175 6507]
8889,[9816 4562 8452 ...  206 5684 1678]
8890,[5929 5546 4294 ... 6804 2644 2862]
8891,[7985 6403 7815 ... 1550 5231  787]
8892,[8445 3013  181 ... 8435 6579 8618]
8893,[6902 9196  633 ... 5258 6117 6177]
8894,[3783  100 7893 ... 3110 6320 1295]
8895,[9326 2084  533 ...  974  115 2311]
8896,[1514 2895 8759 ... 4839 6632 3471]
8897,[3420 4545 6334 ... 9911 4367 4482]
8898,[1549 5623 9663 ... 7427 4539 3122]
8899,[4807 1864 4649 ... 6284 9854 8758]
8900,[4492 8866 5335 ... 9838 3794 8736]
8901,[1004 7949 8179 ... 9537 1962 1470]
8902,[7478 8556 4356 ... 5401 6895 1627]
8903,[9865 6879 4205 ... 4868 8525  692]
8904,[3291 2800 9158 ... 6344 3289 8469]
8905,[5914 6209 6699 ... 9662 7445 1438]
8906,[2108 2727 3495 ... 8322 3807 8026]
8907,[4403 6944 8319 ... 1564 1950 6349]
8908,[9823 3111 3912 ...  357 7346 3984]
8909,[ 460  444 7236 ... 9187 3844 6057]
8910,[6935 3244 4302 ... 1467 8819 5219]
8911,[4271  148 2349 ... 9568 2657  354]
8912,[6063 3269  757 ... 8675 4462 8871]
8913,[4029 6269  902 ... 9125 6156 7382]
8914,[6172 2167 2144 ... 3369 4305 9283]
8915,[4317 8010  719 ... 8358 8680  874]
8916,[ 754 5537 7455 ... 7667 7034 8184]
8917,[5944 5363 9349 ... 3071  531 6011]
8918,[9935 7905 6324 ... 4651 6921 4750]
8919,[9936 4289 7871 ... 3254 1719 8036]
8920,[4090 9971 6828 ... 6031 4398 3225]
8921,[6068 9127 7471 ... 9143 9388 7662]
8922,[2769 9513 8580 ... 2134 7230 1840]
8923,[8875 7029 1004 ... 6991 2179 4319]
8924,[8931 7209 9964 ... 3473 5737 6178]
8925,[7255 8141 3869 ... 3660 5502  624]
8926,[7683 7583 4986 ... 8157 6722 5500]
8927,[2310 5125 3830 ... 1133  139 3195]
8928,[6276 8016 1312 ... 6456 4319 6104]
8929,[2109 7137 9350 ... 3621 5459 1461]
8930,[7967 8925 7367 ... 5372 3773 6964]
8931,[5769 6615 9094 ... 5516 4848 6011]
8932,[4706 8429 2930 ... 3007 6413 5549]
8933,[6359 4740 3286 ... 3031 9092 2305]
8934,[4082 8479 4156 ...  430 4057 2387]
8935,[6417 7843 5643 ... 4760 8381 7375]
8936,[9336 2921 5821 ... 6353 2903 6280]
8937,[2090 5439 7216 ...  253 8886 1773]
8938,[5541 5025 3223 ... 4134 9099 1824]
8939,[9918 5425 2124 ... 2319 4803 5534]
8940,[3344 6038 3467 ... 4153 6492 8507]
8941,[3539 2079  194 ... 3562 1586   50]
8942,[ 165 7462 7880 ... 4479 2969 4737]
8943,[3063 2222 6301 ... 2572 1202 8262]
8944,[7850 8079  468 ... 3361 9811 1662]
8945,[3598  487 9918 ... 4391 4768 6892]
8946,[7018 5280 4731 ... 1893 2836 6419]
8947,[4252 9938 6986 ... 8371  694 2260]
8948,[7920 4734 5923 ... 9136 3251 3082]
8949,[ 197  892 9992 ... 5191 5969 6046]
8950,[6304 3882 9596 ... 1782 3479 1323]
8951,[4593 1328  323 ... 9537 8569 9440]
8952,[3829 8974 8849 ... 6564 2187 9800]
8953,[1184  923 4441 ... 7353 9287 8346]
8954,[4410 2602 1002 ...    7 5817 1375]
8955,[9516 6821 9682 ... 4869 9643 2042]
8956,[9785 8788 6054 ... 3903 3321 5970]
8957,[8015 1230 9380 ... 7215 9040 7228]
8958,[6615 3076 9125 ... 7708 3391 2348]
8959,[6538 9311 8625 ... 2574 2728 4433]
8960,[8323 9517 8137 ... 1019 7733 1531]
8961,[4951  265 1938 ...  330 1119 7023]
8962,[6358 5085 6677 ... 9011 5021 1702]
8963,[4749 6863 3903 ... 3471 1653 9607]
8964,[9302 4919 5847 ... 5181 2521 9187]
8965,[5037 9388 4463 ...  390 2822 2717]
8966,[3557 4547 8826 ... 1108 8896 9570]
8967,[1610  298 9047 ... 5242 2752 8720]
8968,[4147 9068  257 ... 6708 3656 8955]
8969,[9209  702 9675 ...  532 6576 7904]
8970,[2281 5835 9667 ... 3665 6567 3800]
8971,[7447 4809 3993 ... 1761 3878 7404]
8972,[3410 4270 6608 ... 3266 6730 5682]
8973,[9401 1062  960 ... 6413 4796 2663]
8974,[3076 8097 3799 ... 1179 3094 2971]
8975,[5831 9665 9584 ... 9384 8311 6986]
8976,[7335 2146  862 ... 2561 8972 3956]
8977,[9177 5194 8630 ... 7095 3372 6604]
8978,[7672 6588 8087 ...  694 2157 4744]
8979,[ 192 9701 9297 ... 9012 7288 5634]
8980,[9332 8544 2557 ... 4085   31  257]
8981,[4312 6806 2423 ... 6871 2215 4327]
8982,[5968 5547 8073 ... 5348 8244 6382]
8983,[5397 8379 8103 ... 4901 6427 3577]
8984,[7098  948 1974 ... 9617 7738 3685]
8985,[7746 8591 4520 ... 8143 7080 9300]
8986,[8196 7686 4608 ...  171 8876 6056]
8987,[5399 8974  332 ... 5146 2399 4543]
8988,[ 312 6961 8690 ... 9348 4629 3371]
8989,[5991 6755 2572 ... 2176 1692 4185]
